#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
39600,19577.619163345167,69910.19198012492,89487.81114347008,299.4235860242054
39700,19514.439475845167,70060.80165867391,89575.24113451908,300.0686434723943
39800,20278.119163345167,69607.97773928498,89886.09690263015,298.1292100658959
39900,20252.908225845167,69477.27031699754,89730.17854284271,297.56939347846026
40000,19685.861350845167,69949.05464273598,89634.91599358115,299.59003382633364
40100,19739.572288345167,70214.48015969899,89954.05244804415,300.7268446097168
40200,20102.861350845167,69986.03427763772,90088.89562848289,299.74841666835607
40300,20182.501975845167,69861.91945726518,90044.42143311034,299.2168360283649
40400,20129.556663345167,69692.42942078155,89821.98608412672,298.49091448413964
40500,19673.423850845167,70495.85350885615,90169.27735970131,301.93195955547793
40600,19797.228538345167,70310.8798408744,90108.10837921957,301.1397220087281
40700,20100.212913345167,69956.27092342568,90056.48383677084,299.6209409742139
40800,20183.103538345167,69917.32773141447,90100.43126975963,299.4541482666993
40900,20226.166038345167,69608.02566241473,89834.1917007599,298.1294153194499
41000,20150.361350845167,69914.68289295677,90065.04424380194,299.4428204904048
41100,19915.392600845167,69805.64918431966,89721.04178516482,298.97583187096393
41200,20410.447288345167,69380.24328105338,89790.69056939855,297.15382913482404
41300,19474.884788345167,70345.35784013686,89820.24262848202,301.2873904085093
41400,19968.517600845167,69944.58085766342,89913.09845850858,299.57087271789453
41500,19378.408225845167,70498.06639080495,89876.47461665011,301.9414372729579
41600,20297.994163345167,69701.33053783141,89999.32470117658,298.52903774358435
41700,19729.291038345167,70202.52978675149,89931.82082509666,300.67566146429954
41800,20458.962913345167,70028.36858884874,90487.3315021939,299.9297334537294
41900,20106.103538345167,70251.48902266426,90357.59256100943,300.8853526347969
42000,20041.916038345167,70424.29623729829,90466.21227564345,301.6254815692344
42100,20147.634788345167,70321.75571341813,90469.3905017633,301.1863030960624
42200,20237.658225845167,70391.1072599329,90628.76548577807,301.48333401767223
42300,20689.986350845167,69536.64417522104,90226.6305260662,297.8236902131971
42400,20062.376975845167,69947.1958227444,90009.57279858956,299.5820725472713
42500,20627.650413345167,69422.45099884272,90050.10141218788,297.3346037237706
42600,19992.337913345167,70396.19680683454,90388.53472017971,301.5051324184685
42700,20095.892600845167,70393.09360482264,90488.98620566781,301.4918414826515
42800,20409.056663345167,70073.33770914935,90482.39437249451,300.122335059867
42900,20180.322288345167,70470.50090283947,90650.82319118464,301.82337498442234
43000,20669.970725845167,69929.40932158218,90599.38004742734,299.5058934121557
43100,20753.447288345167,69864.90208027675,90618.34936862192,299.2296105273698
43200,19888.587913345167,70720.18997173384,90608.777885079,302.89278695829665
43300,20436.861350845167,70059.64387354068,90496.50522438585,300.0636847079192
43400,20695.603538345167,69815.62865023702,90511.23218858219,299.0185736713646
43500,20544.978538345167,69746.86794761557,90291.84648596073,298.7240733192226
43600,19804.087913345167,70408.80140707362,90212.88932041879,301.55911760284704
43700,20189.759788345167,69872.35409450112,90062.11388284629,299.2615273160235
43800,20284.439475845167,69721.10414231243,90005.5436181576,298.6137275920118
43900,20491.361350845167,69528.15509424265,90019.51644508782,297.78733169383673
44000,20255.306663345167,70021.14571466646,90276.45237801163,299.898798066087
44100,19975.447288345167,70240.59646978043,90216.0437581256,300.8387001059873
44200,20004.087913345167,70155.94752869941,90160.03544204458,300.476150829927
44300,20504.228538345167,69757.94762070151,90262.17615904668,298.7715272791304
44400,19996.978538345167,70101.46552221663,90098.4440605618,300.2428057726068
44500,20148.673850845167,70041.69624286285,90190.37009370801,299.98681545915895
44600,20222.939475845167,70166.03161336179,90388.97108920696,300.51934070976944
44700,20643.666038345167,69773.81705933576,90417.48309768093,298.83949568387186
44800,20247.283225845167,70073.35219374043,90320.6354195856,300.1223970970047
44900,20401.806663345167,69766.36139935348,90168.16806269865,298.8075632805292
45000,20230.728538345167,69822.74475507298,90053.47329341815,299.04905176859415
45100,20047.361350845167,69954.13809517585,90001.49944602101,299.6118061247041
45200,20185.814475845167,69726.32702709408,89912.14150293925,298.63609707557947
45300,20178.251975845167,69802.05021337885,89980.30218922402,298.9604175693497
45400,20385.798850845167,69816.23373685381,90202.03258769898,299.02116524205724
45500,20314.072288345167,69661.24183934386,89975.31412768902,298.357338860772
45600,20010.361350845167,69937.02981315868,89947.39116400384,299.53853178505204
45700,20522.431663345167,69331.01537460648,89853.44703795164,296.94298725521674
45800,20486.111350845167,69417.0383345643,89903.14968540947,297.3114214194129
45900,19441.337913345167,70417.65212539095,89858.99003873611,301.5970250057936
46000,20460.244163345167,69231.97245348571,89692.21661683088,296.51878892629895
46100,19762.017600845167,69902.63864564523,89664.6562464904,299.391235283458
46200,19657.369163345167,69828.5389190847,89485.90808242987,299.07386802667133
46300,20473.353538345167,68918.42565648211,89391.77919482728,295.1758759162487
46400,19631.533225845167,69843.57331359689,89475.10653944206,299.1382599585347
46500,20231.634788345167,69248.34128034161,89479.97606868678,296.5888961981771
46600,19540.384788345167,69672.89756583073,89213.2823541759,298.4072600428424
46700,19939.025413345167,69620.62314892327,89559.64856226844,298.1833700359002
46800,20200.697288345167,69398.98055150989,89599.67783985505,297.2340803908067
46900,20164.798850845167,69701.13136565825,89865.93021650342,298.5281846941986
47000,20439.236350845167,69340.09205483773,89779.3284056829,296.98186244733193
47100,20058.876975845167,69564.5156981044,89623.39267394957,297.94306324155417
47200,20438.517600845167,68899.99613153622,89338.51373238138,295.0969427265131
47300,19275.369163345167,70240.75459246291,89516.12375580808,300.8393773414415
47400,20023.087913345167,69554.76765627845,89577.85556962361,297.90131262469026
47500,20213.681663345167,69844.40196781652,90058.08363116169,299.1418090636221
47600,19772.939475845167,70059.92382010957,89832.86329595474,300.0648837120011
47700,19975.142600845167,70075.31285929703,90050.4554601422,300.1307945780489
47800,20150.158225845167,70150.82389059942,90300.98211644459,300.4542064173895
47900,20074.142600845167,70211.13941713469,90285.28201797986,300.7125362937152
48000,20488.330100845167,70005.49086881476,90493.82096965992,299.83174875681163
48100,20505.478538345167,70058.2001810266,90563.67871937176,300.0575014093551
48200,20075.056663345167,70499.88179788366,90574.93846122883,301.94921261561115
48300,20532.306663345167,69828.93046779465,90361.23713113982,299.0755450199038
48400,20647.666038345167,69712.13305118121,90359.79908952638,298.5753046353444
48500,20324.197288345167,69817.50106563978,90141.69835398495,299.0265931792295
48600,20197.728538345167,70054.59636067599,90252.32489902116,300.0420663378412
48700,20402.384788345167,70128.49738058937,90530.88216893454,300.3585825390784
48800,20398.837913345167,70030.98359723762,90429.82151058278,299.94093346859273
48900,20275.775413345167,70631.53427542909,90907.30968877426,302.51307685084066
49000,20657.111350845167,70374.84845091845,91031.95980176362,301.4136979494295
49100,20464.767600845167,70350.83413007134,90815.6017309165,301.31084521994444
49200,20656.103538345167,70187.4902361692,90843.59377451436,300.61124744911814
49300,20712.001975845167,70024.53291658405,90736.53489242922,299.913305366325
49400,20344.916038345167,70133.29964417405,90478.21568251922,300.3791505126861
49500,20255.048850845167,70263.91586603131,90518.96471687648,300.93857649098345
49600,20281.134788345167,70099.9516271418,90381.08641548696,300.2363217982487
49700,20436.103538345167,70238.8950158176,90674.99855416277,300.8314128216505
49800,20770.650413345167,69885.12793639954,90655.77834974471,299.3162373581532
49900,20194.267600845167,70366.9093744331,90561.17697527827,301.3796950854174
50000,20434.775413345167,70206.82226913876,90641.59768248393,300.694046057918
50100,20952.314475845167,69673.92850803491,90626.24298388007,298.4116755422569
50200,21015.767600845167,69875.38659761567,90891.15419846083,299.2745154502493
50300,20249.791038345167,70581.36144624918,90831.15248459435,302.2981878910407
50400,20405.884788345167,70322.19938128069,90728.08416962586,301.1882033143088
50500,19875.369163345167,70151.39809286129,90026.76725620645,300.45666571117033
50600,19865.017600845167,70267.59802778333,90132.6156286285,300.9543470967404
50700,19964.728538345167,70150.27989494661,90115.00843329178,300.45187649775215
50800,19809.103538345167,70306.37863676785,90115.48217511302,301.12044346525914
50900,20685.884788345167,69353.72524374304,90039.61003208821,297.0402530509815
51000,20147.822288345167,69914.0769153313,90061.89920367647,299.4402251035445
51100,20115.759788345167,70171.9162605647,90287.67604890987,300.5445445050685
51200,20418.267600845167,70016.00909766275,90434.27669850792,299.8767980652327
51300,20321.119163345167,70274.41397180047,90595.53313514564,300.98353961276626
51400,19732.119163345167,70657.53017220832,90389.64933555349,302.62441661998
51500,20110.806663345167,69988.2996939125,90099.10635725767,299.75811938902694
51600,19863.431663345167,70272.11476174998,90135.54642509515,300.97369215420775
51700,20136.962913345167,69892.5181265834,90029.48103992856,299.3478893560033
51800,20359.228538345167,69657.60093425657,90016.82947260173,298.34174495626775
51900,19813.353538345167,70249.03114295937,90062.38468130454,300.87482559811724
52000,20281.619163345167,69876.22877638461,90157.84793972978,299.27812248063964
52100,19621.369163345167,70502.73449369986,90124.10365704502,301.9614306397208
52200,20170.462913345167,69706.32401784218,89876.78693118735,298.5504246923141
52300,19930.830100845167,70038.12357753026,89968.95367837543,299.97151382380014
52400,19704.994163345167,70188.28449186543,89893.2786552106,300.6146492261989
52500,20561.095725845167,69536.97276950674,90098.06849535191,297.82509757422105
52600,20087.994163345167,70054.39609438227,90142.39025772744,300.0412086023648
52700,20375.501975845167,69800.61679678294,90176.1187726281,298.95427828228355
52800,20104.275413345167,69985.70359495515,90089.97900830032,299.747000362781
52900,19824.509788345167,70594.32259676442,90418.83238510959,302.3537001712441
53000,20274.572288345167,69995.42651073699,90269.99879908215,299.78864336543273
53100,20964.830100845167,69747.81791730085,90712.64801814602,298.72814201538444
53200,20479.923850845167,70288.61253509391,90768.53638593908,301.04435170063635
53300,20485.111350845167,70322.51068250695,90807.62203335212,301.1895366095961
53400,20084.134788345167,70427.09058401035,90511.22537235552,301.6374496856052
53500,20107.798850845167,70372.84362484305,90480.64247568822,301.40511132999893
53600,20958.447288345167,69372.29895783379,90330.74624617895,297.1198037991817
53700,20449.291038345167,69822.889666453,90272.18070479817,299.0496724203737
53800,20161.806663345167,70167.2155435197,90329.02220686487,300.5244114527247
53900,19914.001975845167,70317.64244282362,90231.64441866879,301.1686860620247
54000,20122.119163345167,70191.62904953305,90313.74821287821,300.6289738821916
54100,19944.228538345167,70382.86112537421,90327.08966371938,301.4480160316895
54200,20966.330100845167,69656.45452590997,90622.78462675514,298.3368349182824
54300,20027.470725845167,70466.17317875172,90493.64390459689,301.80483945149115
54400,20595.712913345167,69717.5803480845,90313.29326142967,298.5986352703595
54500,20286.275413345167,70096.40231465775,90382.67772800292,300.2211201825502
54600,20444.166038345167,70280.49757355521,90724.66361190038,301.0095955253843
54700,21081.728538345167,69646.64367329981,90728.37221164498,298.29481528441664
54800,20598.072288345167,69918.3285715587,90516.40085990386,299.45843483975165
54900,20606.103538345167,70038.6605777482,90644.76411609337,299.97381378216664
55000,20538.697288345167,70130.79518116405,90669.49246950922,300.3684239608876
55100,20172.666038345167,70893.28046737611,91065.94650572128,303.63412917813565
55200,20537.634788345167,70442.94501445413,90980.5798027993,301.70535381064605
55300,20758.556663345167,70337.13731035497,91095.69397370014,301.2521820871388
55400,20830.470725845167,69936.99866510835,90767.46939095351,299.5383983787394
55500,20667.548850845167,70350.80904741224,91018.35789825741,301.3107377915493
55600,20585.423850845167,70257.7220117246,90843.14586256977,300.9120483694707
55700,20005.322288345167,70659.27206487674,90664.59435322191,302.6318771022713
55800,20624.923850845167,69643.2695297698,90268.19338061496,298.28036391292267
55900,20457.650413345167,69873.85781505774,90331.5082284029,299.2679677131771
56000,20498.103538345167,69659.40398453572,90157.50752288089,298.34946737506067
56100,20564.556663345167,69889.60540272668,90454.16206607185,299.33541423331263
56200,20447.251975845167,70064.4447794538,90511.69675529897,300.0842468666539
56300,20595.244163345167,70197.5284055078,90792.77256885296,300.6542406747888
56400,20312.212913345167,70326.23360523954,90638.44651858471,301.20548179360304
56500,19807.666038345167,71232.58388475026,91040.24992309543,305.08735714251196
56600,20940.634788345167,70091.03420192283,91031.668990268,300.19812869132767
56700,20466.494163345167,70559.35110366903,91025.8452670142,302.2039181498441
56800,20616.423850845167,70689.49047030485,91305.91432115002,302.76130176927535
56900,20788.080100845167,70564.08412248362,91352.16422332879,302.2241895498509
57000,20552.603538345167,70571.08862545434,91123.69216379951,302.2541896591112
