#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
1981500,20114.603538345167,70811.01832093205,90925.62185927722,303.28180248320496
1981600,21163.236350845167,70000.994963618,91164.23131446316,299.8124929084395
1981700,20989.150413345167,70230.95682277158,91220.10723611675,300.7974137413866
1981800,21161.947288345167,70135.6900704843,91297.63735882947,300.38938864818067
1981900,20794.369163345167,70559.53211645689,91353.90127980206,302.20469342304136
1982000,21478.892600845167,70072.02988985274,91550.9224906979,300.11673370286064
1982100,20629.119163345167,70530.92820645333,91160.0473697985,302.0821835991517
1982200,20935.939475845167,70256.97939401865,91192.91886986382,300.9088677565978
1982300,20449.462913345167,70469.71830196958,90919.18121531475,301.82002312466847
1982400,20419.916038345167,70667.156805709,91087.07284405417,302.66564724805403
1982500,20581.103538345167,70442.41063989326,91023.51417823843,301.7030650979024
1982600,21478.423850845167,69687.97733425256,91166.40118509773,298.4718463100144
1982700,20768.345725845167,70217.7259997502,90986.07172559536,300.7407464606525
1982800,20692.923850845167,70240.00257173227,90932.92642257744,300.83615645565146
1982900,20462.728538345167,70761.10222344706,91223.83076179223,303.0680130987681
1983000,21224.166038345167,70046.26546582673,91270.4315041719,300.0063853256754
1983100,20499.994163345167,70995.22394752991,91495.21811087508,304.07075052811155
1983200,20701.369163345167,70764.6297941627,91465.99895750787,303.0831215950219
1983300,20838.181663345167,70805.21014800179,91643.39181134696,303.2569262252836
1983400,21136.220725845167,70441.67918697046,91577.89991281563,301.69993230351366
1983500,21366.720725845167,70405.59971286845,91772.32043871362,301.54540482745466
1983600,21151.626975845167,70166.97794663365,91318.60492247881,300.52339383126446
1983700,21316.759788345167,70222.75673030631,91539.51651865148,300.7622929525268
1983800,20986.369163345167,70649.46315191989,91635.83231526506,302.58986577589167
1983900,20173.626975845167,70823.56467730785,90997.19165315302,303.33553821058854
1984000,20463.681663345167,70109.32196738641,90573.00363073157,300.276454728782
1984100,20094.220725845167,70697.25733291893,90791.4780587641,302.7945670456277
1984200,21193.150413345167,69445.91373535432,90639.06414869949,297.435094031482
1984300,20549.212913345167,70032.27250380663,90581.4854171518,299.9464538228646
1984400,20566.673850845167,70126.79934382695,90693.47319467211,300.35130989052453
1984500,20475.791038345167,70226.4326010528,90702.22363939797,300.778036614066
1984600,20991.775413345167,69884.54503736203,90876.3204507072,299.313740816302
1984700,20093.603538345167,70895.51357093919,90989.11710928436,303.6436935042787
1984800,20891.166038345167,70167.45763205946,91058.62367040463,300.52544831182433
1984900,20802.478538345167,70030.04645568132,90832.52499402649,299.93691971498333
1985000,21234.392600845167,69674.32323055016,90908.71583139533,298.41336612881736
1985100,21121.158225845167,69803.02534936089,90924.18357520606,298.9645940521247
1985200,20655.798850845167,70553.58711917652,91209.38597002169,302.17923114988525
1985300,20380.306663345167,70723.35913402829,91103.66579737345,302.90636040033735
1985400,20524.259788345167,70493.12934994372,91017.38913828888,301.9202920516797
1985500,20643.806663345167,70377.57744197128,91021.38410531645,301.42538614916293
1985600,20583.384788345167,70187.00481830956,90770.38960665473,300.609168416689
1985700,20904.408225845167,69662.00978346611,90566.41800931128,298.36062794604607
1985800,20190.626975845167,70138.7821394573,90329.40911530246,300.4026319014733
1985900,20494.642600845167,70201.96949736692,90696.61209821209,300.6732617590207
1986000,21099.384788345167,69810.23219593847,90909.61698428364,298.99546079394116
1986100,20762.478538345167,69800.01781611983,90562.496354465,298.95171286323625
1986200,20338.541038345167,70513.88269891264,90852.4237372578,302.0091781209964
1986300,20932.994163345167,69591.12910596933,90524.1232693145,298.0570477950726
1986400,20321.431663345167,70421.84101261245,90743.27267595762,301.6149659039343
1986500,20644.666038345167,70279.04420443275,90923.71024277792,301.0033707821511
1986600,20763.126975845167,70138.96329878876,90902.09027463393,300.4034078023131
1986700,21151.783225845167,69791.0978328964,90942.88105874156,298.9135088004468
1986800,20316.009788345167,70144.94901149286,90460.95879983803,300.42904445860034
1986900,20700.431663345167,70083.12266434007,90783.55432768524,300.1642437757396
1987000,20105.392600845167,70699.6651569577,90805.05775780286,302.80487969515394
1987100,20782.947288345167,69800.97495213011,90583.92224047528,298.955812252587
1987200,20648.447288345167,69967.76677506161,90616.21406340678,299.6701774163368
1987300,20753.017600845167,69894.61296114838,90647.63056199354,299.35686147952066
1987400,20501.603538345167,69739.91253679758,90241.51607514275,298.69428347041224
1987500,20808.251975845167,69491.80350245727,90300.05547830244,297.63163874461463
1987600,20163.837913345167,70197.20844645565,90361.04635980082,300.652870298252
1987700,20391.736350845167,69929.04635138309,90320.78270222826,299.50433881996315
1987800,20177.228538345167,70267.05213682074,90444.28067516591,300.95200905953914
1987900,20140.853538345167,70230.65257767588,90371.50611602105,300.7961106673282
1988000,20757.509788345167,69738.10242525907,90495.61221360424,298.68653080842387
1988100,20554.509788345167,69823.56605622405,90378.07584456922,299.05256938067464
1988200,20648.791038345167,69521.38918647659,90170.18022482176,297.7583534818101
1988300,20093.681663345167,70324.58330240031,90418.26496574547,301.1984135882362
1988400,20165.814475845167,70320.63893508399,90486.45341092916,301.1815199626718
1988500,20960.212913345167,69552.12086316734,90512.3337765125,297.88997647666463
1988600,20343.681663345167,70255.45838930877,90599.14005265394,300.90235333185234
1988700,20038.978538345167,70404.17489952687,90443.15343787204,301.53930238790946
1988800,20202.759788345167,69918.41378049506,90121.17356884023,299.4587997874733
1988900,20609.814475845167,69575.41829184,90185.23276768517,297.9897587750782
1989000,20240.775413345167,69804.02176347421,90044.79717681938,298.9688616685985
1989100,20578.830100845167,69761.47397399321,90340.30407483838,298.78663056118813
1989200,20076.587913345167,70426.16705783503,90502.7549711802,301.6334942463285
1989300,20803.798850845167,69669.40916750068,90473.20801834585,298.39231932092645
1989400,20953.322288345167,69392.79310314404,90346.1153914892,297.2075797057768
1989500,20753.244163345167,69739.7390669703,90492.98323031547,298.6935405035246
1989600,20311.048850845167,69981.80818642653,90292.8570372717,299.7303164264674
1989700,20729.509788345167,69917.7241992976,90647.23398764277,299.45584632862636
1989800,20145.744163345167,70132.18976872833,90277.9339320735,300.3743969441922
1989900,20287.220725845167,69937.94098533783,90225.161711183,299.5424343124753
1990000,20847.900413345167,69838.23339867289,90686.13381201806,299.115389237824
1990100,20679.923850845167,70189.666365813,90869.59021665817,300.62056775740433
1990200,20145.353538345167,70375.3543043749,90520.70784272006,301.41586450700345
1990300,21409.244163345167,69195.64097618498,90604.88513953015,296.36318212690645
1990400,20218.150413345167,70267.92149574021,90486.07190908538,300.9557325018275
1990500,20164.611350845167,70357.24995311722,90521.86130396239,301.3383240279592
1990600,20219.947288345167,70494.99229793949,90714.93958628466,301.92827101087966
1990700,20622.212913345167,69954.37703549955,90576.58994884472,299.61282950007393
1990800,20473.228538345167,69917.47851892975,90390.70705727492,299.45479408581775
1990900,20576.978538345167,69842.17364594154,90419.15218428671,299.1322652173283
1991000,20977.994163345167,69374.69375862228,90352.68792196744,297.13006067045603
1991100,20461.791038345167,70135.28785482887,90597.07889317404,300.3876659686901
1991200,20609.572288345167,70006.1788886846,90615.75117702977,299.83469552853194
1991300,20602.291038345167,70057.19814975886,90659.48918810402,300.0532097347509
1991400,20151.900413345167,70369.3355926266,90521.23600597176,301.3900865166436
1991500,21025.744163345167,69764.51051920606,90790.25468255123,298.79963600761886
1991600,20502.697288345167,70249.75468348013,90752.4519718253,300.87792450388804
1991700,20339.705100845167,70858.41891142819,91198.12401227336,303.4848180147609
1991800,20853.501975845167,69863.61205064412,90717.11402648929,299.22408536304494
1991900,20745.228538345167,70147.5848883004,90892.81342664556,300.4403338523736
1992000,20922.337913345167,69807.5124946828,90729.85040802797,298.9838123821742
1992100,20261.736350845167,70169.38486187905,90431.12121272422,300.53370258845166
1992200,20368.384788345167,70076.86120066326,90445.24598900843,300.13742608500286
1992300,20388.712913345167,70137.6833062293,90526.39621957447,300.39792562651894
1992400,20478.830100845167,70045.44906587014,90524.2791667153,300.00288870528703
1992500,20024.798850845167,70819.32178304321,90844.12063388838,303.3173660016465
1992600,20742.853538345167,69936.51406490477,90679.36760324994,299.53632284831053
1992700,20389.322288345167,70131.87833183142,90521.20062017659,300.37306306783097
1992800,20407.978538345167,70227.36343555665,90635.34197390181,300.7820233547292
1992900,20637.947288345167,70088.47841759771,90726.42570594288,300.1871823316331
1993000,20433.947288345167,70240.23646091484,90674.18374926,300.8371581971113
1993100,20449.673850845167,70432.98640769301,90882.66025853818,301.6627013494847
1993200,20592.228538345167,70163.19844948692,90755.42698783209,300.5072063404711
1993300,20307.181663345167,69896.90856941906,90204.09023276423,299.36669351174726
1993400,20145.791038345167,70271.77087479003,90417.5619131352,300.97221929504633
1993500,20741.830100845167,69496.39389849972,90238.22399934489,297.65129929489166
1993600,20379.337913345167,69860.3963968968,90239.73431024197,299.2103127992861
1993700,20923.306663345167,69152.882484779,90076.18914812416,296.1800485884747
1993800,20076.134788345167,70031.20300688827,90107.33779523344,299.9418731945833
1993900,20578.291038345167,69505.41444385983,90083.705482205,297.68993406277195
1994000,19905.837913345167,70502.55907068099,90408.39698402616,301.96067930736285
1994100,20863.634788345167,69354.75193721661,90218.38672556178,297.04465035319015
1994200,20401.197288345167,69714.15096262342,90115.34825096859,298.5839472990705
1994300,20639.697288345167,69232.24012761284,89871.937415958,296.5199353678228
1994400,20525.962913345167,69332.97473703907,89858.93765038424,296.9513791550138
1994500,20543.314475845167,69777.39350303821,90320.70797888338,298.8548135018934
1994600,20251.251975845167,69777.45508032944,90028.70705617461,298.855077235876
1994700,20299.517600845167,69744.50594851421,90044.02354935938,298.7139569367456
1994800,19737.400413345167,70186.86638572556,89924.26679907073,300.6085755134291
1994900,20065.283225845167,70029.8808756927,90095.16410153787,299.9362105400753
1995000,19927.119163345167,70009.76780675817,89936.88697010334,299.8500667739698
1995100,19693.712913345167,70456.47856423794,90150.19147758311,301.7633176624555
1995200,20446.392600845167,69746.2031417077,90192.59574255286,298.721225972315
1995300,20917.822288345167,69777.23696064064,90695.05924898581,298.8541430347595
1995400,20773.876975845167,69626.15103378985,90400.02800963502,298.2070458271261
1995500,20328.650413345167,70466.81480607577,90795.46521942093,301.8075875251098
1995600,20466.931663345167,70291.29915985977,90758.23082320494,301.05585844663307
1995700,20778.134788345167,70328.00910505885,91106.14389340402,301.2130862144725
1995800,21327.650413345167,69746.44708510255,91074.09749844772,298.7222707757121
1995900,20543.837913345167,70505.07977727917,91048.91769062434,301.9714754300392
1996000,20555.416038345167,70481.3449528825,91036.76099122767,301.86981977679017
1996100,20594.072288345167,70493.6610612697,91087.73334961486,301.9225693578556
1996200,20434.541038345167,70640.5323107182,91075.07334906337,302.5516152086556
1996300,20404.517600845167,70632.46833882597,91036.98593967114,302.51707742077116
1996400,20453.501975845167,70519.41032422055,90972.91230006571,302.032852800539
1996500,20727.291038345167,69977.94593563443,90705.2369739796,299.7137745039016
1996600,20585.494163345167,70059.74253465096,90645.23669799612,300.0641072709619
1996700,20523.962913345167,70139.79790685704,90663.76082020221,300.4069824075838
1996800,20894.205100845167,70096.8979749037,90991.10307574886,300.2232430828611
1996900,20727.009788345167,70419.67332705137,91146.68311539653,301.6056817614411
1997000,20380.439475845167,70560.53274886776,90940.97222471292,302.2089791063769
1997100,20969.994163345167,70224.68895860628,91194.68312195144,300.7705686375193
1997200,20210.220725845167,70530.68533980881,90740.90606565398,302.081143407449
1997300,20389.783225845167,70610.7884678095,91000.57169365467,302.42422308093273
1997400,20169.291038345167,70449.57628216641,90618.86732051158,301.7337553627239
1997500,21057.166038345167,69729.40156854922,90786.56760689439,298.64926525895595
1997600,20493.306663345167,69966.44507562323,90459.75173896839,299.66451661103395
1997700,20567.541038345167,70092.18577491515,90659.72681326032,300.2030608493602
1997800,20611.900413345167,69899.660374742,90511.56078808717,299.37847942442323
1997900,20941.916038345167,69738.44586639619,90680.36190474135,298.6880017581373
1998000,20184.025413345167,70649.75031316793,90833.7757265131,302.59109568026213
1998100,20827.447288345167,70257.0149276522,91084.46221599737,300.90901994625256
1998200,20732.103538345167,70064.67004064191,90796.77357898708,300.08521165463156
1998300,20664.306663345167,70235.10485162592,90899.41151497109,300.815179644173
1998400,20994.041038345167,69916.46536894492,90910.50640729009,299.4504547900292
1998500,20661.322288345167,70209.6772603232,90870.99954866836,300.7062739130318
1998600,20674.134788345167,70134.68550580996,90808.82029415513,300.38508612306
1998700,20444.392600845167,70417.54265243374,90861.9352532789,301.59655613588365
1998800,20037.673850845167,70879.66103138076,90917.33488222593,303.575797477852
1998900,20491.025413345167,70372.51437504077,90863.53978838594,301.403701161414
1999000,20695.416038345167,70113.71897371951,90809.13501206468,300.29528699581977
1999100,20646.072288345167,69891.54833984282,90537.62062818799,299.3437357838943
1999200,20264.705100845167,70304.84640226513,90569.5515031103,301.11388094359467
1999300,20632.056663345167,70016.2510373313,90648.30770067647,299.87783428672066
1999400,21097.673850845167,69633.77939021762,90731.45324106279,298.2397178849817
1999500,20351.228538345167,70670.87828354165,91022.10682188682,302.68158624359097
1999600,20404.103538345167,70257.10532584786,90661.20886419303,300.9094071194407
1999700,20565.580100845167,70168.57385361986,90734.15395446503,300.530229060567
1999800,20890.876975845167,70010.78875624761,90901.66573209278,299.8544394748395
1999900,20761.751975845167,70278.51261840179,91040.26459424695,301.00109401261057
2000000,21156.697288345167,69776.1548850867,90932.85217343186,298.8495085324998
2000100,20211.830100845167,70735.62202553451,90947.45212637968,302.9588820548461
2000200,20993.892600845167,69906.88842957933,90900.78103042449,299.4094370006803
2000300,21036.650413345167,70141.37893621717,91178.02934956233,300.41375391638974
2000400,20818.822288345167,70582.22136306833,91401.04365141349,302.30187089305196
2000500,20522.369163345167,70864.84459933452,91387.21376267969,303.5123390737237
2000600,20773.509788345167,70314.5669260833,91088.07671442846,301.1555137015264
2000700,20830.033225845167,70371.98657093011,91202.01979677528,301.4014405897426
2000800,20610.931663345167,70495.00787943741,91105.93954278258,301.9283377460416
2000900,20517.962913345167,70552.82145358576,91070.78436693092,302.17595182350396
2001000,20392.431663345167,70321.51903536008,90713.95069870524,301.1852894099192
2001100,20462.666038345167,70316.48140851792,90779.14744686309,301.163713381426
2001200,20316.103538345167,70084.53220465081,90400.63574299598,300.1702808012795
2001300,20415.728538345167,70202.25490513816,90617.98344348333,300.6744841532944
2001400,21164.978538345167,69343.22228613403,90508.2008244792,296.99526914889117
2001500,20708.619163345167,69822.13657498425,90530.75573832942,299.0464469486393
2001600,21215.119163345167,69184.92587092536,90400.04503427053,296.31728960178833
2001700,20247.712913345167,70209.09173868387,90456.80465202904,300.7037661386433
2001800,20675.783225845167,69832.2596022716,90508.04282811677,299.08980361876064
2001900,19688.666038345167,70797.77989308839,90486.44593143355,303.2251026312091
2002000,20813.181663345167,69715.77885769773,90528.9605210429,298.59091953254625
2002100,19541.603538345167,70685.95552355889,90227.55906190406,302.74616168167006
2002200,20465.876975845167,70037.69268529234,90503.5696611375,299.96966832323125
2002300,20415.556663345167,69954.55005271942,90370.10671606459,299.61357052845545
2002400,20535.603538345167,70288.6465728404,90824.25011118557,301.0444974834447
2002500,20067.478538345167,70327.0414655449,90394.52000389007,301.20894183888095
2002600,20332.650413345167,70279.16710292315,90611.81751626832,301.00389715328055
2002700,20610.087913345167,70009.68150585098,90619.76941919615,299.8496971493646
2002800,20783.001975845167,70148.92596042505,90931.92793627022,300.44607763040244
2002900,20906.291038345167,69825.19762456557,90731.48866291074,299.05955734666105
2003000,20646.869163345167,70309.49951199861,90956.36867534378,301.133810095026
2003100,20310.533225845167,70523.3364344649,90833.86966031007,302.0496682315254
2003200,20388.142600845167,70475.23938745819,90863.38198830336,301.8436697943302
2003300,20562.501975845167,70287.16771924496,90849.66969509012,301.03816359085744
2003400,20251.931663345167,70513.32099163602,90765.25265498119,302.00677234292175
2003500,20831.095725845167,69988.62189251045,90819.71761835561,299.7594993574819
2003600,20429.837913345167,70381.83859738102,90811.67651072619,301.4436365701281
2003700,20851.431663345167,70141.57906118454,90993.01072452971,300.41461104656906
2003800,20599.548850845167,70459.92709157057,91059.47594241574,301.7780876178968
2003900,20937.837913345167,70287.53546184022,91225.37337518539,301.03973862310227
2004000,20703.001975845167,70553.86222513998,91256.86420098515,302.18040942177646
2004100,20729.400413345167,70521.60136450699,91251.00177785216,302.0422369707309
2004200,20551.994163345167,70683.76070775255,91235.75487109771,302.73676134102186
2004300,21107.267600845167,70015.699425278,91122.96702612317,299.8754717462325
2004400,20254.666038345167,70892.33453054592,91147.00056889109,303.63007775459033
2004500,21220.181663345167,69982.90404814202,91203.08571148719,299.73500997450884
2004600,20875.845725845167,70353.01899351203,91228.8647193572,301.3202029348621
2004700,21298.087913345167,70144.45370612573,91442.5416194709,300.4269230782264
2004800,20777.314475845167,70764.61301595997,91541.92749180514,303.0830497344035
2004900,20968.509788345167,71000.65774804761,91969.16753639278,304.09402335844817
2005000,21438.072288345167,70367.47573308973,91805.5480214349,301.38212078523503
2005100,21107.056663345167,70606.39350217534,91713.45016552051,302.405399554157
2005200,21411.423850845167,70318.59108276339,91730.01493360856,301.1727490629201
2005300,21094.384788345167,70837.16263995157,91931.54742829673,303.3937779410496
2005400,21109.166038345167,70721.1106361206,91830.27667446577,302.8967301406053
2005500,20858.041038345167,70688.30234340997,91546.34338175514,302.7562130518017
2005600,20707.455100845167,70890.49354123208,91597.94864207724,303.62219284387027
2005700,20861.751975845167,70642.75977117266,91504.51174701782,302.5611553655069
2005800,21896.822288345167,69958.98300907086,91855.80529741602,299.63255676851344
2005900,21194.986350845167,70439.1691054795,91634.15545632466,301.6891816879031
2006000,20890.595725845167,70916.19869412668,91806.79441997185,303.7322873642972
2006100,21179.572288345167,70593.22990722675,91772.80219557192,302.3490202095602
2006200,20774.978538345167,70646.0158541943,91420.99439253946,302.57510108682624
2006300,21136.869163345167,69884.24964686763,91021.11881021279,299.31247566627735
2006400,20901.626975845167,70166.81095196656,91068.43792781173,300.52267859732433
2006500,20910.181663345167,70312.20109284506,91222.38275619023,301.14538089753796
2006600,21151.166038345167,70215.96811799915,91367.13415634431,300.73321749752427
2006700,21303.384788345167,70425.72348276968,91729.10827111485,301.6315944255302
2006800,21297.603538345167,70454.40298133576,91752.00651968093,301.7544279933235
2006900,21225.619163345167,70504.93146176566,91730.55062511083,301.970840198442
2007000,21131.119163345167,70608.25840457203,91739.3775679172,302.4133868840067
2007100,21215.564475845167,70519.96025273623,91735.5247285814,302.03520813047817
2007200,21633.423850845167,70191.47152411193,91824.8953749571,300.6282992047927
2007300,20889.978538345167,70679.77816246869,91569.75670081386,302.719704200187
2007400,20885.314475845167,70222.91367232008,91108.22814816525,300.7629651312068
2007500,20687.228538345167,70654.19282590924,91341.4213642544,302.6101228500965
2007600,20820.619163345167,70308.66395031242,91129.28311365758,301.13023140543385
2007700,20657.775413345167,70579.85676581739,91237.63217916255,302.2917433827659
2007800,20819.064475845167,70353.97266914183,91173.037144987,301.3242875034906
2007900,20980.212913345167,70490.52243004553,91470.7353433907,301.90912667961754
2008000,21206.501975845167,70603.04352485063,91809.5455006958,302.3910516859098
2008100,20832.853538345167,70829.27743444755,91662.13097279271,303.3600058050895
2008200,21378.181663345167,70158.44920543535,91536.63086878051,300.4868654481841
2008300,20844.197288345167,70669.23396965058,91513.43125799575,302.67454368873786
2008400,21352.181663345167,69943.68300723727,91295.86467058244,299.5670272472029
2008500,20555.455100845167,71187.28405984584,91742.73916069101,304.89333913691127
2008600,21306.916038345167,70293.15214807214,91600.06818641731,301.0637947483323
2008700,21048.728538345167,70494.50085125398,91543.22938959915,301.92616615714167
2008800,20928.869163345167,70437.4143102878,91366.28347363297,301.68166594443056
2008900,20977.509788345167,70409.26798254438,91386.77777088954,301.5611159338006
2009000,20886.494163345167,70858.79692944908,91745.29109279424,303.486437056394
2009100,21323.572288345167,70331.98465793673,91655.5569462819,301.2301134070092
2009200,20764.189475845167,70749.45603159862,91513.64550744378,303.01813275331324
2009300,21242.603538345167,70243.20943072019,91485.81296906536,300.8498913516779
2009400,20822.791038345167,70775.16003410431,91597.95107244948,303.1282223466535
2009500,21286.720725845167,69808.15900556918,91094.87973141434,298.986581371967
2009600,20349.697288345167,70913.38036100008,91263.07764934524,303.7202165147189
2009700,20958.064475845167,70284.20125889638,91242.26573474155,301.0254583161298
2009800,21356.681663345167,69780.2535999401,91136.93526328527,298.8670632246661
2009900,21015.744163345167,69977.58832847443,90993.3324918196,299.71224288147005
2010000,20814.041038345167,70261.67077983776,91075.71181818293,300.92896084353686
2010100,20801.134788345167,70072.86705616396,90874.00184450913,300.12031926502124
2010200,20574.494163345167,70237.39548462117,90811.88964796634,300.82499036742064
2010300,20779.689475845167,69995.99979781907,90775.68927366423,299.7910987395216
2010400,20975.447288345167,69862.16348507325,90837.61077341842,299.21788119330176
2010500,20596.587913345167,70169.72062865645,90766.30854200161,300.5351406690763
2010600,20393.572288345167,70444.45003300952,90838.02232135469,301.71179976709567
2010700,20814.337913345167,69990.1463916609,90804.48430500607,299.766028748828
2010800,20798.103538345167,69692.24474482378,90490.34828316895,298.49012352167813
2010900,20684.416038345167,69924.74233912514,90609.1583774703,299.48590484419987
2011000,20551.447288345167,69885.47825840488,90436.92554675005,299.31773777845143
2011100,20268.642600845167,70256.4014734067,90525.04407425187,300.9063925372175
2011200,20640.869163345167,69860.99688132852,90501.86604467369,299.2128846589364
2011300,20185.416038345167,70384.60563090723,90570.0216692524,301.45548770481383
2011400,20882.478538345167,69677.30799707572,90559.78653542089,298.4261498084386
2011500,20711.728538345167,69773.95149110896,90485.68002945413,298.8400714517602
2011600,20633.837913345167,69828.41799097368,90462.25590431885,299.073350094627
2011700,20480.900413345167,70367.96773897181,90848.86815231698,301.3842280339979
2011800,20567.087913345167,70370.67084096349,90937.75875430866,301.39580535153647
2011900,20668.353538345167,70328.87560431287,90997.22914265803,301.216797408886
2012000,21319.744163345167,69355.07503331313,90674.8191966583,297.0460341656088
2012100,21631.478538345167,69261.38194528045,90892.86048362561,296.64474903664785
2012200,21218.689475845167,69542.40013944823,90761.0896152934,297.84834286256216
2012300,20337.228538345167,70532.28696038108,90869.51549872625,302.0880031078964
2012400,21068.212913345167,69953.29182421556,91021.50473756072,299.60818156756153
2012500,21132.439475845167,69832.34762138897,90964.78709723413,299.0901806024166
2012600,21429.728538345167,69834.85238907044,91264.5809274156,299.1009084591153
2012700,20565.634788345167,70715.57450720732,91281.20929555249,302.8730190403357
2012800,21282.001975845167,70082.79175736499,91364.79373321016,300.1628265095254
2012900,21046.033225845167,70050.89086817158,91096.92409401675,300.0261958070612
2013000,20469.869163345167,70681.71760241361,91151.58676575878,302.72801077247266
2013100,20723.916038345167,70449.89393439051,91173.80997273567,301.7351158591745
2013200,21089.533225845167,70312.80892094597,91402.34214679114,301.1479842099379
2013300,21174.994163345167,70097.86220961879,91272.85637296396,300.2273728757852
2013400,21526.837913345167,69978.92034849175,91505.75826183692,299.71794788955174
2013500,21318.337913345167,70231.72396395868,91550.06187730384,300.8006993877097
2013600,20814.916038345167,70722.26520490367,91537.18124324884,302.9016751295339
2013700,20270.126975845167,71035.68206018559,91305.80903603075,304.24403160247306
2013800,20831.681663345167,70535.7990329625,91367.48069630767,302.10304522603275
2013900,21325.470725845167,70051.04637025623,91376.5170961014,300.0268618185611
2014000,21069.556663345167,70572.4216379479,91641.97830129307,302.2598989179436
2014100,21206.087913345167,70328.52568091941,91534.61359426458,301.21529869583236
2014200,21116.525413345167,70530.52865018556,91647.05406353073,302.08047230975126
2014300,21025.197288345167,70489.15074975311,91514.34803809828,301.90325180757964
2014400,21606.361350845167,69927.74716793327,91534.10851877843,299.4987744500704
2014500,21266.025413345167,69847.44668385666,91113.47209720183,299.1548495054996
2014600,21120.197288345167,69641.06012668321,90761.25741502838,298.2709010953217
2014700,21010.634788345167,69604.66002149135,90615.29480983652,298.1150003644053
2014800,20463.798850845167,70590.60284510278,91054.40169594795,302.33776856885385
2014900,20425.064475845167,70420.483317659,90845.54779350417,301.6091509307498
2015000,21100.775413345167,69449.09992375877,90549.87533710393,297.4487403959217
2015100,20498.541038345167,69922.591301715,90421.13234006017,299.4766920053165
2015200,20425.158225845167,70354.53913570038,90779.69736154555,301.3267136654496
2015300,20656.001975845167,70151.62478793785,90807.62676378302,300.457636640456
2015400,20623.697288345167,70299.52141291322,90923.21870125839,301.09107414873216
2015500,20971.173850845167,69963.43866028072,90934.61251112589,299.6516402100767
2015600,20705.369163345167,70621.75573713495,91327.12490048012,302.47119561837405
2015700,21095.908225845167,70040.83627372782,91136.74449957299,299.9831322330801
2015800,20451.962913345167,70752.41557020857,91204.37848355374,303.0308083824092
2015900,20804.626975845167,70572.11771743745,91376.74469328261,302.25859723407564
2016000,21199.962913345167,70102.53136831359,91302.49428165876,300.2473707645123
2016100,20754.087913345167,70721.73000911716,91475.81792246233,302.8993828995016
2016200,20438.947288345167,71255.20742929354,91694.15471763871,305.1842532122246
2016300,21721.876975845167,70025.91386649897,91747.79084234414,299.919219939922
2016400,20976.072288345167,70646.66929941229,91622.74158775745,302.5778997761861
2016500,21121.298850845167,70628.72208849387,91750.02093933904,302.50103232524486
2016600,21000.220725845167,70663.14847876411,91663.36920460928,302.6484796850163
2016700,21031.251975845167,70704.53812571662,91735.79010156178,302.8257504972366
2016800,20639.908225845167,71232.08820603741,91871.99643188258,305.0852341631078
2016900,21214.259788345167,70728.86960302293,91943.1293913681,302.92996159982374
2017000,21258.509788345167,70516.3083435453,91774.81813189047,302.01956709567605
2017100,21479.744163345167,69978.98787900526,91458.73204235043,299.71823712103503
2017200,20947.541038345167,70468.69807222113,91416.2391105663,301.81565350643115
2017300,21302.650413345167,70552.10820995993,91854.7586233051,302.17289701907407
2017400,20854.705100845167,70855.09870302863,91709.8038038738,303.470597646068
2017500,21512.197288345167,70364.39095452568,91876.58824287084,301.36890875657974
2017600,21495.017600845167,70352.71691186621,91847.73451271138,301.3189091268049
2017700,21196.244163345167,70462.70841836603,91658.9525817112,301.7899999702937
2017800,21039.634788345167,70787.31860252889,91826.95339087406,303.1802971880392
2017900,21251.728538345167,70560.11436269316,91811.84290103833,302.2071871689613
2018000,20971.814475845167,70419.3700342821,91391.18451012726,301.6043827661728
2018100,20822.689475845167,70868.91732207127,91691.60679791644,303.52978244231093
2018200,21048.837913345167,70456.72426487459,91505.56217821976,301.7643699920748
2018300,21039.494163345167,70741.92831636965,91781.42247971482,302.98589173916946
2018400,21332.041038345167,70261.45024390845,91593.49128225361,300.92801629372326
2018500,20544.619163345167,71050.46856997139,91595.08773331656,304.307361850316
2018600,21253.556663345167,69986.343157392,91239.89982073716,299.74973959254
2018700,20782.697288345167,70377.69015383162,91160.38744217678,301.42586889121316
2018800,20988.869163345167,70122.74651957769,91111.61568292286,300.3339517466564
2018900,20182.259788345167,71054.62050679093,91236.8802951361,304.3251444908186
2019000,20865.830100845167,69988.2132711825,90854.04337202766,299.7577492426578
2019100,20651.166038345167,70042.81718062749,90693.98321897266,299.99161640728533
2019200,20566.056663345167,70169.16800761293,90735.2246709581,300.53277380710847
2019300,20593.931663345167,70332.86061188532,90926.79227523049,301.23386509564074
2019400,20113.564475845167,70819.12465426349,90932.68913010866,303.3165217040633
2019500,20838.291038345167,70387.94493904896,91226.23597739413,301.46978987721985
2019600,21286.947288345167,70115.54673829535,91402.49402664052,300.303115265321
2019700,20624.072288345167,70502.90938552981,91126.98167387498,301.96217969700996
2019800,21012.970725845167,70449.32793349703,91462.2986593422,301.7326916916473
2019900,21002.658225845167,70495.9097574316,91498.56798327676,301.93220046670547
2020000,20862.087913345167,70683.01242052764,91545.1003338728,302.7335564457424
2020100,21078.103538345167,70045.15934257535,91123.26288092052,300.0016478277351
2020200,20562.798850845167,70514.94839987764,91077.74725072281,302.0137424913054
